Name,Start,End,Size
__Q27Physics13CPathFollowerRCQ23RWS16CAttributePacket,0x001481E8,0x001482B0,200
HandleEvents__Q27Physics13CPathFollowerRQ23RWS4CMsg,0x001482B0,0x0014836C,188
Start__Q27Physics13CPathFollower,0x00148370,0x00148444,212
FUN_00148448,0x00148448,0x0014847C,52
Continue__Q27Physics13CPathFollower,0x00148480,0x001484C0,64
PrepareVelocityForNext__Q27Physics13CPathFollowerPQ27Physics10CMoverNodeT1,0x001484C0,0x00148608,328
IsAtNode__CQ27Physics13CPathFollowerPCQ27Physics10CMoverNode,0x00148608,0x00148688,128
FUN_00148688,0x00148688,0x001486A8,32
FUN_001486a8,0x001486A8,0x001486C8,32
FUN_001486c8,0x001486C8,0x00148888,448
Update__Q27Physics8CRotatorf,0x00148888,0x00148E1C,1428
__static_initialization_and_destruction_0,0x00148E20,0x00148E94,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00148EA0,0x00148EE4,68
FUN_00148ee8,0x00148EE8,0x00148FAC,196
___Q27Physics8CRotator,0x00148FB0,0x001490EC,316
HandleEvents__Q27Physics8CRotatorRQ23RWS4CMsg,0x001490F0,0x001491B8,200
Start__Q27Physics8CRotator,0x001491B8,0x00149304,332
FUN_00149308,0x00149308,0x00149340,56
Continue__Q27Physics13CPathFollower,0x00149340,0x00149380,64
FUN_00149380,0x00149380,0x001493A0,32
FUN_001493a0,0x001493A0,0x001493C0,32
FUN_001493c0,0x001493C0,0x001494D8,280
FUN_001494d8,0x001494D8,0x001495DC,260
FUN_001495e0,0x001495E0,0x00149618,56
FUN_00149618,0x00149618,0x00149664,76
FUN_00149668,0x00149668,0x00149728,192
FUN_00149728,0x00149728,0x00149758,48
FUN_00149758,0x00149758,0x00149774,28
QueueSpawn__Q28Spawning12CBaseSpawnerPCcPCQ23RWS16CAttributePacketPFPQ23RWS17CAttributeHandlerPv_vPvi,0x00149778,0x00149878,256
QueueFlushPacket__Q28Spawning12CBaseSpawnerPCQ23RWS16CAttributePacket,0x00149878,0x0014993C,196
FUN_00149940,0x00149940,0x00149960,32
__Q28Spawning15CGenericSpawnerRCQ23RWS16CAttributePacket,0x00149960,0x00149A74,276
FUN_00149a78,0x00149A78,0x00149B20,168
__static_initialization_and_destruction_0,0x00149B20,0x00149B94,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00149B98,0x00149BDC,68
REC_00149be8,0x00149BE8,0x00149C6C,132
FUN_00149c70,0x00149C70,0x00149D08,152
FUN_00149d08,0x00149D08,0x00149D38,48
FUN_00149d38,0x00149D38,0x00149D58,32
FUN_00149d58,0x00149D58,0x00149D78,32
___Q28Spawning17CPlayerCheckpoint,0x00149D78,0x00149ED0,344
FUN_00149ed0,0x00149ED0,0x00149FD8,264
FUN_00149fd8,0x00149FD8,0x0014A118,320
SetAsActiveCheckpoint__Q28Spawning17CPlayerCheckpoint,0x0014A118,0x0014A1DC,196
FUN_0014a1e0,0x0014A1E0,0x0014A2C4,228
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0014A2C8,0x0014A30C,68
FUN_0014a310,0x0014A310,0x0014A3F8,232
FUN_0014a3f8,0x0014A3F8,0x0014A428,48
FUN_0014a428,0x0014A428,0x0014A448,32
FUN_0014a448,0x0014A448,0x0014A468,32
FUN_0014a468,0x0014A468,0x0014A62C,452
FUN_0014a630,0x0014A630,0x0014A888,600
FUN_0014a888,0x0014A888,0x0014A9C8,320
FUN_0014a9c8,0x0014A9C8,0x0014AC0C,580
FUN_0014ac10,0x0014AC10,0x0014ACE0,208
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0014ACE0,0x0014AD24,68
FUN_0014ad30,0x0014AD30,0x0014ADBC,140
FUN_0014adc0,0x0014ADC0,0x0014AEDC,284
FUN_0014aee0,0x0014AEE0,0x0014AF80,160
FUN_0014af80,0x0014AF80,0x0014B000,128
FUN_0014b000,0x0014B000,0x0014B020,32
FUN_0014b020,0x0014B020,0x0014B040,32
FUN_0014b040,0x0014B040,0x0014B1BC,380
FUN_0014b1c0,0x0014B1C0,0x0014B3B8,504
FUN_0014b3b8,0x0014B3B8,0x0014B454,156
__static_initialization_and_destruction_0,0x0014B458,0x0014B4CC,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0014B4D0,0x0014B514,68
REC_0014b520,0x0014B520,0x0014B5DC,188
FUN_0014b5e0,0x0014B5E0,0x0014B694,180
FUN_0014b698,0x0014B698,0x0014B734,156
FUN_0014b738,0x0014B738,0x0014B770,56
FUN_0014b778,0x0014B778,0x0014B7AC,52
FUN_0014b7b0,0x0014B7B0,0x0014B7D0,32
FUN_0014b7d0,0x0014B7D0,0x0014B7F0,32
FUN_0014b910,0x0014B910,0x0014B9FC,236
FUN_0014ba00,0x0014BA00,0x0014BC2C,556
FUN_0014bc30,0x0014BC30,0x0014C0E4,1204
FUN_0014c0e8,0x0014C0E8,0x0014C4E4,1020
FUN_0014c4e8,0x0014C4E8,0x0014C928,1088
FUN_0014c928,0x0014C928,0x0014CA18,240
FUN_0014ca18,0x0014CA18,0x0014CB28,272
FUN_0014cb28,0x0014CB28,0x0014CCE0,440
FUN_0014cce0,0x0014CCE0,0x0014CD00,32
FUN_0014cd00,0x0014CD00,0x0014CEDC,476
FUN_0014cee0,0x0014CEE0,0x0014CF4C,108
FUN_0014cf50,0x0014CF50,0x0014CF94,68
FUN_0014cf98,0x0014CF98,0x0014D070,216
FUN_0014d070,0x0014D070,0x0014D0A0,48
FUN_0014d0a0,0x0014D0A0,0x0014D114,116
FUN_0014d118,0x0014D118,0x0014D134,28
FUN_0014d138,0x0014D138,0x0014D154,28
FUN_0014d158,0x0014D158,0x0014D264,268
FUN_0014d268,0x0014D268,0x0014D294,44
FUN_0014d298,0x0014D298,0x0014D2E0,72
FUN_0014d2e0,0x0014D2E0,0x0014D364,132
FUN_0014d368,0x0014D368,0x0014D3A8,64
FUN_0014d3a8,0x0014D3A8,0x0014D3FC,84
FUN_0014d400,0x0014D400,0x0014D480,128
__Q27Weapons17CProjectileWeapon,0x0014D480,0x0014D5C8,328
SetTrajectory__Q27Weapons17CProjectileWeaponRC5RwV3d,0x0014D5C8,0x0014D75C,404
FUN_0014d760,0x0014D760,0x0014DEBC,1884
FUN_0014dec0,0x0014DEC0,0x0014E024,356
FUN_0014e028,0x0014E028,0x0014E290,616
FUN_0014e290,0x0014E290,0x0014E484,500
FUN_0014e488,0x0014E488,0x0014ED74,2284
FUN_0014ed78,0x0014ED78,0x0014EDB0,56
BaseMatrix__Q24Boss3SfxR11RwMatrixTagPv,0x0014EE10,0x0014EE98,136
BoneMatrix__Q24Boss3SfxUiR11RwMatrixTagPv,0x0014EE98,0x0014EEEC,84
___Q27Weapons17CProjectileWeapon,0x0014EEF0,0x0014EF78,136
Init__Q27Weapons17CProjectileWeapon,0x0014EF78,0x0014F058,224
GetMatrix__CQ27Weapons17CProjectileWeaponR11RwMatrixTag,0x0014F058,0x0014F104,172
FUN_0014f108,0x0014F108,0x0014F110,8
FUN_0014f110,0x0014F110,0x0014F128,24
AcquireHomingTarget__Q27Weapons17CProjectileWeaponf,0x0014F128,0x0014F1A8,128
FUN_0014f1a8,0x0014F1A8,0x0014F1E0,56
FUN_0014f1e0,0x0014F1E0,0x0014F1F4,20
FUN_0014f1f8,0x0014F1F8,0x0014F204,12
FUN_0014f208,0x0014F208,0x0014F210,8
FUN_0014f218,0x0014F218,0x0014F220,8
FUN_0014f220,0x0014F220,0x0014F270,80
FUN_0014f270,0x0014F270,0x0014F290,32
__Q27Weapons24CProjectileWeaponManager,0x0014F290,0x0014F3EC,348
DeleteProjectiles__Q27Weapons24CProjectileWeaponManager,0x0014F3F0,0x0014F518,296
___Q27Weapons24CProjectileWeaponManager,0x0014F518,0x0014F768,592
HandleEvents__Q27Weapons24CProjectileWeaponManagerRQ23RWS4CMsg,0x0014F768,0x0014F90C,420
SpawnProjectileWeapon__Q27Weapons24CProjectileWeaponManagerPCQ27Weapons13FireEventArgs,0x0014F910,0x0014FFF0,1760
__static_initialization_and_destruction_0,0x0014FFF0,0x00150080,144
__Q27Weapons13FireEventArgs,0x00150088,0x0015012C,164
FUN_00150130,0x00150130,0x00150168,56
CreateProjectiles__Q27Weapons24CProjectileWeaponManager,0x00150168,0x00150200,152
FUN_00150200,0x00150200,0x0015023C,60
BoneMatrix__Q24Boss3SfxUiR11RwMatrixTagPv,0x00150270,0x001502C4,84
FUN_001502c8,0x001502C8,0x001502F0,40
RespotAllProjectiles__Q27Weapons24CProjectileWeaponManagerP5RwV3d,0x001502F0,0x0015033C,76
DeactivateAllProjectiles__Q27Weapons24CProjectileWeaponManager,0x00150340,0x00150420,224
Update__Q27Weapons24CProjectileWeaponManagerf,0x00150420,0x00150518,248
FUN_00150518,0x00150518,0x00150538,32
FUN_00150538,0x00150538,0x00150558,32
ShouldBlockDefend__CQ27Weapons11CDamageAreaPQ27Physics9CCollider,0x00150558,0x0015061C,196
FUN_00150620,0x00150620,0x00150764,324
IsTargetInBounds__CQ27Weapons11CDamageAreaR8RwSphere,0x00150768,0x00150A34,716
__Q27Weapons19CRangeDamageManager,0x00150A38,0x00150B4C,276
___Q27Weapons19CRangeDamageManager,0x00150B50,0x00150D3C,492
CreateDamageArea__Q27Weapons19CRangeDamageManagerPCQ27Weapons21sRangeDamageArea_Info,0x00150D40,0x00150EF8,440
Update__Q27Weapons19CRangeDamageManagerf,0x00150EF8,0x001510D8,480
UpdateZone__Q27Weapons19CRangeDamageManagerPQ27Weapons11CDamageAreaf,0x001510D8,0x00151240,360
FUN_00151240,0x00151240,0x00151278,56
Initialize__Q27Weapons19CRangeDamageManager,0x00151280,0x00151338,184
RegisterEntity__Q27Weapons19CRangeDamageManagerPQ27Physics9CCollider,0x00151338,0x001513CC,148
UnregisterEntity__Q27Weapons19CRangeDamageManagerPQ27Physics9CCollider,0x001513D0,0x0015147C,172
HandleEvents__Q27Weapons19CRangeDamageManagerRQ23RWS4CMsg,0x00151480,0x0015150C,140
ResetAreas__Q27Weapons19CRangeDamageManager,0x00151520,0x00151580,96
FUN_00151580,0x00151580,0x001515B0,48
FUN_001515b0,0x001515B0,0x001515D0,32
FUN_001515d0,0x001515D0,0x00151810,576
FUN_00151810,0x00151810,0x00151918,264
FUN_00151918,0x00151918,0x00151B28,528
FUN_00151b28,0x00151B28,0x00151BFC,212
FUN_00151c00,0x00151C00,0x00151CCC,204
FUN_00151cd0,0x00151CD0,0x00151D60,144
FUN_00151d60,0x00151D60,0x00151DFC,156
FUN_00151e00,0x00151E00,0x00151E94,148
FUN_00151e98,0x00151E98,0x00151F28,144
FUN_00151f28,0x00151F28,0x00151F44,28
FUN_00151f48,0x00151F48,0x00151F54,12
FUN_00151f58,0x00151F58,0x00151FB4,92
FUN_00151fb8,0x00151FB8,0x0015211C,356
FUN_00152120,0x00152120,0x00152164,68
FUN_00152168,0x00152168,0x00152198,48
FUN_00152198,0x00152198,0x001521C8,48
FUN_001521c8,0x001521C8,0x001521E8,32
FUN_001521e8,0x001521E8,0x001521F0,8
FUN_001521f0,0x001521F0,0x001521F8,8
FUN_001521f8,0x001521F8,0x00152218,32
FUN_00152218,0x00152218,0x0015224C,52
FUN_00152250,0x00152250,0x00152258,8
FUN_00152258,0x00152258,0x00152274,28
FUN_00152278,0x00152278,0x0015232C,180
FUN_00152330,0x00152330,0x001524B0,384
FUN_001524b0,0x001524B0,0x001525C4,276
FUN_001525c8,0x001525C8,0x0015266C,164
FUN_00152670,0x00152670,0x001528F8,648
FUN_001528f8,0x001528F8,0x001529C0,200
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x001529C0,0x00152A04,68
FUN_00152a08,0x00152A08,0x00152AF0,232
FUN_00152af0,0x00152AF0,0x00152B10,32
FUN_00152b10,0x00152B10,0x00152B30,32
FUN_00152b30,0x00152B30,0x00152C68,312
FUN_00152c68,0x00152C68,0x00152F88,800
FUN_00152f88,0x00152F88,0x001530D4,332
FUN_001530d8,0x001530D8,0x00153208,304
FUN_00153208,0x00153208,0x00153370,360
FUN_00153370,0x00153370,0x0015341C,172
FUN_00153420,0x00153420,0x001534C0,160
FUN_001534c0,0x001534C0,0x00153634,372
__static_initialization_and_destruction_0,0x00153638,0x001536AC,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x001536B8,0x001536FC,68
FUN_00153708,0x00153708,0x00153770,104
FUN_00153770,0x00153770,0x001537D8,104
FUN_001537d8,0x001537D8,0x00153840,104
FUN_00153840,0x00153840,0x00153964,292
FUN_00153968,0x00153968,0x001539D0,104
FUN_001539d0,0x001539D0,0x00153A20,80
FUN_00153a20,0x00153A20,0x00153AE8,200
FUN_00153ae8,0x00153AE8,0x00153BF4,268
FUN_00153c00,0x00153C00,0x00153CF0,240
FUN_00153cf0,0x00153CF0,0x00153E00,272
FUN_00153e08,0x00153E08,0x00153EA0,152
FUN_00153ea0,0x00153EA0,0x00153EE8,72
FUN_00153ee8,0x00153EE8,0x00153EF4,12
SENDMSG__H1Zi_Q22UI5UtilsRQ23RWS8CEventIdPv_X01,0x00153EF8,0x00153F3C,68
FUN_00153f40,0x00153F40,0x00153F60,32
FUN_00153f60,0x00153F60,0x00153F80,32
FUN_00153f80,0x00153F80,0x00154114,404
FUN_00154118,0x00154118,0x001541A8,144
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x001541A8,0x001541EC,68
FUN_001541f0,0x001541F0,0x00154310,288
FUN_00154310,0x00154310,0x001543EC,220
REC_001543f8,0x001543F8,0x0015449C,164
FUN_001544a0,0x001544A0,0x001544BC,28
FUN_001544c0,0x001544C0,0x001544E0,32
FUN_001544e0,0x001544E0,0x00154500,32
FUN_00154500,0x00154500,0x00154724,548
FUN_00154728,0x00154728,0x001548AC,388
FUN_001548b0,0x001548B0,0x00154A00,336
FUN_00154a00,0x00154A00,0x00154C04,516
FUN_00154c08,0x00154C08,0x00154DC8,448
FUN_00154dc8,0x00154DC8,0x00154FA0,472
FUN_00154fa0,0x00154FA0,0x00155210,624
FUN_00155210,0x00155210,0x001552CC,188
FUN_001552d0,0x001552D0,0x001553EC,284
FUN_001553f0,0x001553F0,0x00155588,408
FUN_00155588,0x00155588,0x00155800,632
FUN_00155800,0x00155800,0x0015592C,300
FUN_00155930,0x00155930,0x00155EA4,1396
FUN_00155ea8,0x00155EA8,0x001561C4,796
FUN_001561c8,0x001561C8,0x00156358,400
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00156358,0x0015639C,68
FUN_001563a0,0x001563A0,0x00156478,216
FUN_00156478,0x00156478,0x001564DC,100
FUN_001564e0,0x001564E0,0x00156544,100
FUN_00156548,0x00156548,0x001565A8,96
FUN_001565a8,0x001565A8,0x00156624,124
FUN_00156628,0x00156628,0x0015675C,308
FUN_00156760,0x00156760,0x00156774,20
FUN_00156778,0x00156778,0x001567A8,48
FUN_001567a8,0x001567A8,0x001567C8,32
FUN_001567c8,0x001567C8,0x001567E8,32
FUN_001567e8,0x001567E8,0x001569D4,492
__static_initialization_and_destruction_0,0x001569D8,0x00156A4C,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00156A50,0x00156A94,68
__12cBlackOutFSERCQ23RWS16CAttributePacket,0x00156A98,0x00156C0C,372
___12cBlackOutFSE,0x00156C10,0x00156CE0,208
HandleEvents__12cBlackOutFSERQ23RWS4CMsg,0x00156CE0,0x00156D40,96
Enable__12cBlackOutFSEb,0x00156D48,0x00156D9C,84
REC_00156db0,0x00156DB0,0x00156DD0,32
FUN_00156dd0,0x00156DD0,0x00156DF0,32
FUN_00156df0,0x00156DF0,0x00156F80,400
FUN_00156f80,0x00156F80,0x00157130,432
FUN_00157130,0x00157130,0x0015751C,1004
FUN_00157520,0x00157520,0x001577EC,716
FUN_001577f0,0x001577F0,0x00157FA4,1972
FUN_00157fa8,0x00157FA8,0x001580CC,292
FUN_001580d0,0x001580D0,0x001585F0,1312
FUN_001585f0,0x001585F0,0x00158668,120
FUN_00158668,0x00158668,0x0015869C,52
FUN_001586a8,0x001586A8,0x001586B4,12
FUN_001586b8,0x001586B8,0x001587A0,232
FUN_001587a0,0x001587A0,0x001587D4,52
FUN_001587d8,0x001587D8,0x001587E4,12
FUN_001587e8,0x001587E8,0x001587F4,12
FUN_001587f8,0x001587F8,0x00158894,156
FUN_00158898,0x00158898,0x001588FC,100
FUN_00158900,0x00158900,0x00158A3C,316
FUN_00158a40,0x00158A40,0x00158B40,256
FUN_00158b40,0x00158B40,0x00158B60,32
FUN_00158b60,0x00158B60,0x00158B80,32
FUN_00158b80,0x00158B80,0x00158D60,480
FUN_00158d60,0x00158D60,0x00158F5C,508
FUN_00158f68,0x00158F68,0x00158FF0,136
FUN_00158ff0,0x00158FF0,0x00159090,160
FUN_00159090,0x00159090,0x00159098,8
FUN_00159098,0x00159098,0x001590A0,8
__Q27Effects12CDynamicFireRCQ23RWS16CAttributePacket,0x001590A0,0x00159204,356
ProcessGeometry__Q27Effects12CDynamicFire,0x00159208,0x001595A8,928
HandleEvents__Q27Effects12CDynamicFireRQ23RWS4CMsg,0x001595A8,0x00159824,636
FUN_00159828,0x00159828,0x00159B30,776
Update__Q27Effects12CDynamicFiref,0x00159B30,0x0015A36C,2108
__static_initialization_and_destruction_0,0x0015A370,0x0015A3E4,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0015A3F0,0x0015A434,68
___Q27Effects12CDynamicFire,0x0015A458,0x0015A544,236
AddSpring__Q27Effects12CDynamicFireii,0x0015A548,0x0015A66C,292
ProcSprings__Q27Effects12CDynamicFire,0x0015A670,0x0015A748,216
FirstTransformVertices__Q27Effects12CDynamicFire,0x0015A748,0x0015A844,252
CalculateFixed__Q27Effects12CDynamicFire,0x0015A848,0x0015A978,304
FUN_0015a978,0x0015A978,0x0015A998,32
FUN_0015a998,0x0015A998,0x0015A9B8,32
__Q27Effects5TrailRQ27Effects9TrailInfoP5CZoneb,0x0015A9B8,0x0015ADE0,1064
Update__Q27Effects5TrailP5RwV3dfP11RwMatrixTag,0x0015ADE0,0x0015C2CC,5356
ImediateRender__Q27Effects5Trail,0x0015C2D0,0x0015C7E4,1300
RenderUpdate__Q27Effects5Trail,0x0015C7E8,0x0015CAA0,696
FUN_0015cab0,0x0015CAB0,0x0015CAD8,40
___Q27Effects5Trail,0x0015CAF8,0x0015CBE8,240
Fade__Q27Effects5Trail,0x0015CBE8,0x0015CCB8,208
AddSpan__Q27Effects5TrailRQ27Effects8TrailKey,0x0015CCB8,0x0015CDA4,236
FUN_0015cda8,0x0015CDA8,0x0015CDB4,12
FindTrailAtomic__7EffectsP8RpAtomicPv,0x0015CDB8,0x0015CE88,208
CreateTrailClump__Q27Effects5TrailUiP7RpClumpUi,0x0015CE88,0x0015CF50,200
BaseMatrix__Q24Boss3SfxR11RwMatrixTagPv,0x0015CF58,0x0015CFE0,136
BoneMatrix__Q24Boss3SfxUiR11RwMatrixTagPv,0x0015CFE0,0x0015D034,84
FUN_0015d048,0x0015D048,0x0015D054,12
FUN_0015d058,0x0015D058,0x0015D13C,228
Stop__Q24Boss3Sfx,0x0015D140,0x0015D180,64
HandleAttributes__24CDeathSpawnEffectManagerRCQ23RWS16CAttributePacket,0x0015D180,0x0015D3C8,584
__static_initialization_and_destruction_0,0x0015D3C8,0x0015D43C,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0015D440,0x0015D484,68
FUN_0015d4b0,0x0015D4B0,0x0015D598,232
___24CDeathSpawnEffectManager,0x0015D598,0x0015D654,188
FUN_0015d658,0x0015D658,0x0015D674,28
REC_0015d690,0x0015D690,0x0015D6B0,32
FUN_0015d6b0,0x0015D6B0,0x0015D6D0,32
FUN_0015d6d0,0x0015D6D0,0x0015D950,640
FUN_0015d950,0x0015D950,0x0015DC30,736
FUN_0015dc30,0x0015DC30,0x0015DF88,856
FUN_0015df88,0x0015DF88,0x0015E034,172
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0015E038,0x0015E07C,68
FUN_0015e238,0x0015E238,0x0015E36C,308
FUN_0015e370,0x0015E370,0x0015E454,228
FUN_0015e458,0x0015E458,0x0015E4EC,148
FUN_0015e4f0,0x0015E4F0,0x0015E5D0,224
FUN_0015e5d0,0x0015E5D0,0x0015E680,176
FUN_0015e680,0x0015E680,0x0015E6A0,32
FUN_0015e6a0,0x0015E6A0,0x0015E6C0,32
FUN_0015e6c0,0x0015E6C0,0x0015E974,692
FUN_0015e978,0x0015E978,0x0015ED60,1000
__static_initialization_and_destruction_0,0x0015ED60,0x0015EDD4,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x0015EDD8,0x0015EE1C,68
FUN_0015ee20,0x0015EE20,0x0015EF1C,252
FUN_0015ef20,0x0015EF20,0x0015F000,224
FUN_0015f000,0x0015F000,0x0015F104,260
FUN_0015f108,0x0015F108,0x0015F128,32
FUN_0015f128,0x0015F128,0x0015F148,32
FUN_0015f148,0x0015F148,0x0015F2B0,360
FUN_0015f2b0,0x0015F2B0,0x0015F4B0,512
FUN_0015f4b0,0x0015F4B0,0x0015F720,624
FUN_0015f720,0x0015F720,0x0015FA34,788
FUN_0015fa38,0x0015FA38,0x0015FE88,1104
FUN_0015fe88,0x0015FE88,0x00160434,1452
FUN_00160438,0x00160438,0x001605B0,376
FUN_001605b0,0x001605B0,0x001606F8,328
__static_initialization_and_destruction_0,0x001606F8,0x0016076C,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00160770,0x001607B4,68
FUN_001607b8,0x001607B8,0x0016087C,196
FUN_00160880,0x00160880,0x001608D0,80
FUN_001608d0,0x001608D0,0x00160908,56
FUN_00160908,0x00160908,0x00160928,32
FUN_00160928,0x00160928,0x00160948,32
__9CBloomCfgRCQ23RWS16CAttributePacket,0x00160948,0x00160A84,316
HandleAttributes__9CBloomCfgRCQ23RWS16CAttributePacket,0x00160A88,0x00160D5C,724
REC_00160d68,0x00160D68,0x00160EA0,312
GetBlur__14CMotionBlurCfgf,0x00160EA0,0x00160FDC,316
FUN_00160fe0,0x00160FE0,0x00161334,852
__static_initialization_and_destruction_0,0x00161338,0x001613F0,184
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x001613F0,0x00161434,68
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00161438,0x0016147C,68
REC_00161490,0x00161490,0x00161584,244
HandleEvents__14CMotionBlurCfgRQ23RWS4CMsg,0x00161588,0x0016162C,164
FUN_00161630,0x00161630,0x001616D0,160
FUN_001616d0,0x001616D0,0x00161788,184
___14CMotionBlurCfg,0x00161788,0x00161870,232
HandleEvents__14CMotionBlurCfgRQ23RWS4CMsg,0x00161870,0x00161914,164
GetTotalBlur__14CMotionBlurCfgf,0x00161918,0x00161974,92
__5CFade,0x00161978,0x00161A4C,212
___5CFade,0x00161A50,0x00161AC0,112
FUN_00161ac0,0x00161AC0,0x00161B1C,92
FUN_00161b20,0x00161B20,0x00161C7C,348
REC_00161c90,0x00161C90,0x00161CB0,32
FUN_00161cb0,0x00161CB0,0x00161CD0,32
FUN_00161cd0,0x00161CD0,0x00161EB4,484
__static_initialization_and_destruction_0,0x00161EB8,0x00161F2C,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00161F30,0x00161F74,68
FUN_00161f78,0x00161F78,0x0016200C,148
___17CHitEffectManager,0x00162010,0x00162054,68
FUN_00162058,0x00162058,0x00162074,28
FUN_00162078,0x00162078,0x0016209C,36
FUN_001620a0,0x001620A0,0x001620C0,32
FUN_001620c0,0x001620C0,0x001620E0,32
FUN_001620e0,0x001620E0,0x00162278,408
__static_initialization_and_destruction_0,0x00162278,0x001622EC,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x001622F0,0x00162334,68
__11cPenanceFSERCQ23RWS16CAttributePacket,0x00162338,0x0016242C,244
___11cPenanceFSE,0x00162430,0x0016249C,108
FUN_001624a0,0x001624A0,0x001624BC,28
FUN_001624c0,0x001624C0,0x001624E0,32
FUN_001624e0,0x001624E0,0x00162500,32
__15CFullScreenRainRCQ23RWS16CAttributePacket,0x00162500,0x001626DC,476
FUN_001626e0,0x001626E0,0x001628F4,532
Update__15CFullScreenRainf,0x001628F8,0x00162A98,416
__static_initialization_and_destruction_0,0x00162AA0,0x00162B14,116
MakeNew__24CEnemySpecificPlayerAnimRCQ23RWS16CAttributePacket,0x00162B18,0x00162B5C,68
FUN_00162b60,0x00162B60,0x00162C34,212
HandleEvents__15CFullScreenRainRQ23RWS4CMsg,0x00162C38,0x00162CB4,124
FUN_00162cb8,0x00162CB8,0x00162CEC,52
FUN_00162cf0,0x00162CF0,0x00162D10,32
FUN_00162d10,0x00162D10,0x00162D30,32
Create__Q27Effects10SFXManager,0x00162D30,0x00162E48,280
FindSFXType__Q27Effects10SFXManagerRQ27Effects8SFX_type,0x00162E48,0x00162F20,216
DumpResourceId__Q27Effects10SFXManagerPCQ23RWS7RWSGUID,0x00162F20,0x00163010,240
ProcessSFXUserData__Q27Effects10SFXManagerPcPCQ23RWS7RWSGUID,0x00163010,0x00163538,1320
AddSFX__Q27Effects10SFXManagerPCQ23RWS7RWSGUIDPCcPQ27Effects14SFX_attach_tagUc,0x00163538,0x00163860,808
AddSFX__Q27Effects10SFXManagerPCQ23RWS9CResource,0x00163860,0x00163B08,680
FUN_00163b08,0x00163B08,0x00164218,1808
DestroySFX__Q27Effects10SFXManagerPQ27Effects12SFX_instance,0x00164218,0x001643A8,400
GetCurrentMatrix__Q27Effects10SFXManagerPQ27Effects12SFX_instanceR11RwMatrixTag,0x001643A8,0x001646F8,848
FUN_001646f8,0x001646F8,0x00164B3C,1092
FUN_00164b40,0x00164B40,0x00164C70,304
CreateHitEffect__Q27Effects10SFXManagerPQ27Effects8SFX_typeP5CZoneRQ27Effects22SFX_instance_callbacksPC5RwV3dT4,0x00164C70,0x00164E90,544
__static_initialization_and_destruction_0,0x00164E90,0x00164EEC,92
CalculateEase__7Effectsfff,0x00164EF8,0x00164FC4,204
FUN_00164fc8,0x00164FC8,0x00165054,140
REC_00165060,0x00165060,0x00165158,248
Initialize__Q27Effects10SFXManagerP5CZone,0x00165158,0x00165258,256
FindSFXInfo__7EffectsP8RpAtomicPv,0x00165260,0x0016538C,300
GetAvailResourceIndex__Q27Effects10SFXManager,0x00165398,0x00165444,172
GetAvailSFXType__Q27Effects10SFXManager,0x00165448,0x001654C4,124
AddSFX__Q27Effects10SFXManagerPCQ23RWS7RWSGUID,0x001654C8,0x00165558,144
CacheSFX__Q27Effects10SFXManagerPQ23RWS9CResource,0x00165558,0x00165688,304
UnCacheSFX__Q27Effects10SFXManagerPQ23RWS9CResource,0x00165688,0x001656E4,92
FUN_001656e8,0x001656E8,0x00165700,24
FUN_00165700,0x00165700,0x00165718,24
FUN_00165718,0x00165718,0x0016572C,20
HasConstants__Q27Effects10SFXManagerPQ27Effects8SFX_type,0x00165730,0x00165778,72
FUN_00165778,0x00165778,0x00165780,8
FUN_00165780,0x00165780,0x001657AC,44
FUN_001657b0,0x001657B0,0x001657B8,8
FUN_001657b8,0x001657B8,0x001657F4,60
FUN_001657f8,0x001657F8,0x00165820,40
FUN_00165820,0x00165820,0x0016583C,28
FUN_00165840,0x00165840,0x00165848,8
FUN_00165848,0x00165848,0x00165858,16
FUN_001658f8,0x001658F8,0x00165A80,392
